model,problem_id,stability
Dataset_deepseek-r1,p02754,0.596667
Dataset_deepseek-r1,p02783,0.656667
Dataset_deepseek-r1,p02393,0.706667
Dataset_deepseek-r1,p03106,0.77
Dataset_deepseek-r1,p02595,0.783333
Dataset_deepseek-r1,p03072,0.683333
Dataset_deepseek-r1,p03102,0.666667
Dataset_deepseek-r1,p02552,0.546667
Dataset_deepseek-r1,p02778,0.66
Dataset_deepseek-r1,p04043,0.58
Dataset_deepseek-r1,p02397,0.646667
Dataset_deepseek-r1,p03076,0.593333
Dataset_deepseek-r1,p02988,0.68
Dataset_deepseek-r1,p02396,0.57
Dataset_deepseek-r1,p02802,0.64
Dataset_deepseek-r1,p02786,0.736667
Dataset_deepseek-r1,p02989,0.543333
Dataset_deepseek-r1,p03261,0.783333
Dataset_deepseek-r1,p03315,0.493333
Dataset_deepseek-r1,p02547,0.67
Dataset_deepseek-r1,p02779,0.62
Dataset_deepseek-r1,p03854,0.646667
Dataset_deepseek-r1,p02553,0.736667
Dataset_deepseek-r1,p03471,0.653333
Dataset_deepseek-r1,p02753,0.516667
Dataset_deepseek-r1,p02784,0.616667
Dataset_deepseek-r1,p02790,0.503333
Dataset_deepseek-r1,p02627,0.556667
Dataset_deepseek-r1,p02419,0.653333
Dataset_deepseek-r1,p02394,0.47
Dataset_deepseek-r1,p03075,0.67
Dataset_deepseek-r1,p02381,0.623333
Dataset_deepseek-r1,p02829,0.76
Dataset_deepseek-r1,p03060,0.663333
Dataset_deepseek-r1,p02791,0.723333
Dataset_deepseek-r1,p03289,0.733333
Dataset_deepseek-r1,p02801,0.553333
Dataset_deepseek-r1,p02785,0.59
Dataset_deepseek-r1,p02418,0.566667
Dataset_deepseek-r1,p03316,0.69
Dataset_deepseek-r1,p03470,0.696667
Dataset_deepseek-r1,p03680,0.616667
Dataset_deepseek-r1,p02578,0.63
Dataset_deepseek-r1,p03469,0.536667
Dataset_deepseek-r1,p02993,0.636667
Dataset_deepseek-r1,p02777,0.533333
Dataset_deepseek-r1,p03455,0.556667
Dataset_deepseek-r1,p02987,0.573333
Dataset_deepseek-r1,p02818,0.623333
Dataset_deepseek-r1,p02830,0.653333
Dataset_deepseek-r1,p02401,0.633333
Dataset_deepseek-r1,p02415,0.566667
Dataset_deepseek-r1,p03086,0.696667
Dataset_deepseek-r1,p02398,0.71
Dataset_deepseek-r1,p02399,0.58
Dataset_deepseek-r1,p02400,0.703333
Dataset_deepseek-r1,p02414,0.71
Dataset_deepseek-r1,p03087,0.7
Dataset_deepseek-r1,p02831,0.71
Dataset_deepseek-r1,p03285,0.54
Dataset_deepseek-r1,p02819,0.736667
Dataset_deepseek-r1,p00001,0.753333
Dataset_deepseek-r1,p02945,0.796667
Dataset_deepseek-r1,p02951,0.656667
Dataset_deepseek-r1,p03695,0.738333
Dataset_deepseek-r1,p02576,0.72
Dataset_deepseek-r1,p03126,0.52
Dataset_deepseek-r1,p02947,0.82
Dataset_deepseek-r1,p03456,0.7
Dataset_deepseek-r1,p03324,0.703333
Dataset_deepseek-r1,p02953,0.726667
Dataset_deepseek-r1,p02628,0.773333
Dataset_deepseek-r1,p00003,0.706667
Dataset_deepseek-r1,p03293,0.656667
Dataset_deepseek-r1,p02416,0.58
Dataset_deepseek-r1,p02417,0.64
Dataset_deepseek-r1,p02832,0.78
Dataset_deepseek-r1,p03720,0.713333
Dataset_deepseek-r1,p03292,0.65
Dataset_deepseek-r1,p02402,0.613333
Dataset_deepseek-r1,p02403,0.556667
Dataset_deepseek-r1,p02629,0.696667
Dataset_deepseek-r1,p03494,0.73
Dataset_deepseek-r1,p00002,0.533333
Dataset_deepseek-r1,p02952,0.786667
Dataset_deepseek-r1,p03325,0.65
Dataset_deepseek-r1,p03457,0.75
Dataset_deepseek-r1,p02981,0.623333
Dataset_deepseek-r1,p02946,0.753333
Dataset_deepseek-r1,p02577,0.646667
Dataset_deepseek-r1,p02995,0.8
Dataset_deepseek-r1,p02759,0.666667
Dataset_deepseek-r1,p02771,0.64
Dataset_deepseek-r1,p02639,0.683333
Dataset_deepseek-r1,p00006,0.596667
Dataset_deepseek-r1,p03043,0.69
Dataset_deepseek-r1,p02836,0.676667
Dataset_deepseek-r1,p03282,0.636667
Dataset_deepseek-r1,p02407,0.543333
Dataset_deepseek-r1,p02412,0.633333
Dataset_deepseek-r1,p02406,0.696667
Dataset_deepseek-r1,p02413,0.74
Dataset_deepseek-r1,p03042,0.583333
Dataset_deepseek-r1,p02957,0.636667
Dataset_deepseek-r1,p00007,0.72
Dataset_deepseek-r1,p03644,0.79
Dataset_deepseek-r1,p02772,0.66
Dataset_deepseek-r1,p02570,0.713333
Dataset_deepseek-r1,p02994,0.633333
Dataset_deepseek-r1,p02982,0.656667
Dataset_deepseek-r1,p03136,0.65
Dataset_deepseek-r1,p03308,0.63
Dataset_deepseek-r1,p03478,0.626667
Dataset_deepseek-r1,p02766,0.753333
Dataset_deepseek-r1,p03242,0.566667
Dataset_deepseek-r1,p00011,0.616667
Dataset_deepseek-r1,p02612,0.563333
Dataset_deepseek-r1,p03493,0.636667
Dataset_deepseek-r1,p00005,0.716667
Dataset_deepseek-r1,p02404,0.586667
Dataset_deepseek-r1,p02835,0.686667
Dataset_deepseek-r1,p02410,0.686667
Dataset_deepseek-r1,p03281,0.693333
Dataset_deepseek-r1,p02389,0.63
Dataset_deepseek-r1,p02388,0.756667
Dataset_deepseek-r1,p02411,0.653333
Dataset_deepseek-r1,p03243,0.573333
Dataset_deepseek-r1,p03041,0.653333
Dataset_deepseek-r1,p02405,0.593333
Dataset_deepseek-r1,p02613,0.61
Dataset_deepseek-r1,p02773,0.64
Dataset_deepseek-r1,p02983,0.6
Dataset_deepseek-r1,p02571,0.656667
Dataset_deepseek-r1,p03109,0.43
Dataset_deepseek-r1,p02767,0.646667
Dataset_deepseek-r1,p02264,0.706667
Dataset_deepseek-r1,p02258,0.623333
Dataset_deepseek-r1,p03378,0.7
Dataset_deepseek-r1,p03146,0.743333
Dataset_deepseek-r1,p02700,0.613333
Dataset_deepseek-r1,p03998,0.623333
Dataset_deepseek-r1,p04012,0.583333
Dataset_deepseek-r1,p02847,0.606667
Dataset_deepseek-r1,p02675,0.57
Dataset_deepseek-r1,p02729,0.486667
Dataset_deepseek-r1,p02701,0.766667
Dataset_deepseek-r1,p02259,0.706667
Dataset_deepseek-r1,p03435,0.68
Dataset_deepseek-r1,p02717,0.583333
Dataset_deepseek-r1,p02677,0.716667
Dataset_deepseek-r1,p02887,0.663333
Dataset_deepseek-r1,p03147,0.566667
Dataset_deepseek-r1,p02688,0.643333
Dataset_deepseek-r1,p02879,0.696667
Dataset_deepseek-r1,p02886,0.68
Dataset_deepseek-r1,p02676,0.756667
Dataset_deepseek-r1,p03352,0.72
Dataset_deepseek-r1,p03632,0.693333
Dataset_deepseek-r1,p03434,0.736667
Dataset_deepseek-r1,p02706,0.643333
Dataset_deepseek-r1,p02909,0.54
Dataset_deepseek-r1,p02921,0.603333
Dataset_deepseek-r1,p02935,0.77
Dataset_deepseek-r1,p02712,0.743333
Dataset_deepseek-r1,p02699,0.61
Dataset_deepseek-r1,p03545,0.56
Dataset_deepseek-r1,p03035,0.68
Dataset_deepseek-r1,p02934,0.813333
Dataset_deepseek-r1,p02897,0.643333
Dataset_deepseek-r1,p02713,0.75
Dataset_deepseek-r1,p02711,0.6
Dataset_deepseek-r1,p03814,0.826667
Dataset_deepseek-r1,p02705,0.826667
Dataset_deepseek-r1,p02263,0.753333
Dataset_deepseek-r1,p02707,0.666667
Dataset_deepseek-r1,p02922,0.773333
Dataset_deepseek-r1,p02659,0.546667
Dataset_deepseek-r1,p02881,0.646667
Dataset_deepseek-r1,p03037,0.573333
Dataset_deepseek-r1,p02880,0.616667
Dataset_deepseek-r1,p02658,0.72
Dataset_deepseek-r1,p02260,0.75
Dataset_deepseek-r1,p02923,0.643333
Dataset_deepseek-r1,p03220,0.63
Dataset_mistral,p03013,0.26
Dataset_mistral,p02640,0.403333
Dataset_mistral,p03239,0.523333
Dataset_mistral,p03012,0.49
Dataset_mistral,p03775,0.493333
Dataset_mistral,p02899,0.503333
Dataset_mistral,p02682,0.436667
Dataset_mistral,p02898,0.63
Dataset_mistral,p03371,0.416667
Dataset_mistral,p02641,0.386667
Dataset_mistral,p03370,0.466667
Dataset_mistral,p03416,0.613333
Dataset_mistral,p02681,0.376667
Dataset_mistral,p03011,0.46
Dataset_mistral,p04030,0.513333
Dataset_mistral,p02657,0.563333
Dataset_mistral,p02911,0.49
Dataset_mistral,p02694,0.573333
Dataset_mistral,p02910,0.41
Dataset_mistral,p02723,0.423333
Dataset_mistral,p03161,0.54
Dataset_mistral,p02257,0.466667
Dataset_mistral,p03001,0.476667
Dataset_mistral,p03000,0.386667
Dataset_mistral,p02860,0.503333
Dataset_mistral,p03160,0.526667
Dataset_mistral,p02848,0.373333
Dataset_mistral,p02256,0.446667
Dataset_mistral,p03835,0.52
Dataset_mistral,p02268,0.473333
Dataset_mistral,p03360,0.496667
Dataset_mistral,p02718,0.476667
Dataset_mistral,p02724,0.553333
Dataset_mistral,p02917,0.48
Dataset_mistral,p02693,0.5
Dataset_mistral,p02731,0.43
Dataset_mistral,p02730,0.466667
Dataset_mistral,p02916,0.59
Dataset_mistral,p02725,0.466667
Dataset_mistral,p02687,0.5
Dataset_mistral,p02719,0.55
Dataset_mistral,p02255,0.413333
Dataset_mistral,p02622,0.47
Dataset_mistral,p02420,0.426667
Dataset_mistral,p03474,0.29
Dataset_mistral,p02971,0.433333
Dataset_mistral,p03448,0.45
Dataset_mistral,p02959,0.453333
Dataset_mistral,p02408,0.506667
Dataset_mistral,p02391,0.483333
Dataset_mistral,p02390,0.326667
Dataset_mistral,p02409,0.466667
Dataset_mistral,p04044,0.566667
Dataset_mistral,p03071,0.54
Dataset_mistral,p03059,0.563333
Dataset_mistral,p03449,0.566667
Dataset_mistral,p02582,0.42
Dataset_mistral,p02421,0.476667
Dataset_mistral,p02970,0.586667
Dataset_mistral,p03107,0.45
Dataset_mistral,p02755,0.433333
Dataset_mistral,p02958,0.41
Dataset_mistral,p02621,0.443333
Dataset_mistral,p03073,0.32
Dataset_mistral,p02392,0.373333
Dataset_mistral,p03072,0.42
Dataset_mistral,p02754,0.426667
Dataset_mistral,p02393,0.61
Dataset_mistral,p02812,0.526667
Dataset_mistral,p02783,0.603333
Dataset_mistral,p02595,0.473333
Dataset_mistral,p03102,0.436667
Dataset_mistral,p03106,0.436667
Dataset_mistral,p02778,0.476667
Dataset_mistral,p02552,0.516667
Dataset_mistral,p03076,0.57
Dataset_mistral,p02397,0.453333
Dataset_mistral,p04043,0.426667
Dataset_mistral,p02988,0.39
Dataset_mistral,p02396,0.456667
Dataset_mistral,p03261,0.606667
Dataset_mistral,p02786,0.536667
Dataset_mistral,p02802,0.41
Dataset_mistral,p02989,0.396667
Dataset_mistral,p03315,0.42
Dataset_mistral,p02779,0.413333
Dataset_mistral,p02547,0.476667
Dataset_mistral,p02553,0.506667
Dataset_mistral,p03854,0.43
Dataset_mistral,p03471,0.416667
Dataset_mistral,p02753,0.296667
Dataset_mistral,p02784,0.483333
Dataset_mistral,p02790,0.526667
Dataset_mistral,p02627,0.443333
Dataset_mistral,p02419,0.373333
Dataset_mistral,p02394,0.306667
Dataset_mistral,p02418,0.446667
Dataset_mistral,p03060,0.573333
Dataset_mistral,p03075,0.496667
Dataset_mistral,p02381,0.58
Dataset_mistral,p03289,0.516667
Dataset_mistral,p02785,0.496667
Dataset_mistral,p02801,0.403333
Dataset_mistral,p02829,0.546667
Dataset_mistral,p02791,0.483333
Dataset_mistral,p03469,0.483333
Dataset_mistral,p03470,0.6
Dataset_mistral,p02578,0.49
Dataset_mistral,p03316,0.46
Dataset_mistral,p03680,0.466667
Dataset_mistral,p02993,0.616667
Dataset_mistral,p03455,0.5
Dataset_mistral,p02987,0.353333
Dataset_mistral,p02777,0.563333
Dataset_mistral,p02818,0.473333
Dataset_mistral,p02401,0.48
Dataset_mistral,p02830,0.563333
Dataset_mistral,p02415,0.403333
Dataset_mistral,p02398,0.453333
Dataset_mistral,p03086,0.566667
Dataset_mistral,p03087,0.39
Dataset_mistral,p02399,0.466667
Dataset_mistral,p02414,0.55
Dataset_mistral,p02831,0.413333
Dataset_mistral,p02400,0.596667
Dataset_mistral,p02819,0.636667
Dataset_mistral,p03285,0.373333
Dataset_mistral,p02945,0.62
Dataset_mistral,p00001,0.56
Dataset_mistral,p02951,0.52
Dataset_mistral,p03695,0.36
Dataset_mistral,p02576,0.55
Dataset_mistral,p03126,0.316667
Dataset_mistral,p03456,0.533333
Dataset_mistral,p02947,0.546667
Dataset_mistral,p03324,0.396667
Dataset_mistral,p02953,0.57
Dataset_mistral,p00003,0.556667
Dataset_mistral,p03293,0.56
Dataset_mistral,p02628,0.546667
Dataset_mistral,p02402,0.526667
Dataset_mistral,p02416,0.56
Dataset_mistral,p02403,0.56
Dataset_mistral,p03720,0.52
Dataset_mistral,p02832,0.523333
Dataset_mistral,p02417,0.52
Dataset_mistral,p00002,0.476667
Dataset_mistral,p02629,0.343333
Dataset_mistral,p03292,0.573333
Dataset_mistral,p03494,0.48
Dataset_mistral,p03457,0.486667
Dataset_mistral,p02946,0.44
Dataset_mistral,p02577,0.533333
Dataset_mistral,p03325,0.553333
Dataset_mistral,p02952,0.566667
Dataset_mistral,p02981,0.513333
Dataset_mistral,p02995,0.4
Dataset_mistral,p02639,0.52
Dataset_mistral,p02759,0.49
Dataset_mistral,p02771,0.41
Dataset_mistral,p00006,0.603333
Dataset_mistral,p02836,0.5
Dataset_mistral,p03043,0.546667
Dataset_mistral,p02407,0.493333
Dataset_mistral,p02413,0.486667
Dataset_mistral,p03282,0.47
Dataset_mistral,p03042,0.513333
Dataset_mistral,p02406,0.456667
Dataset_mistral,p02412,0.436667
Dataset_mistral,p00007,0.526667
Dataset_mistral,p02957,0.38
Dataset_mistral,p03308,0.536667
Dataset_mistral,p02994,0.406667
Dataset_mistral,p02570,0.523333
Dataset_mistral,p03136,0.503333
Dataset_mistral,p03644,0.423333
Dataset_mistral,p02772,0.393333
Dataset_mistral,p03493,0.476667
Dataset_mistral,p02766,0.603333
Dataset_mistral,p02982,0.55
Dataset_mistral,p03478,0.553333
Dataset_mistral,p03242,0.276667
Dataset_mistral,p02612,0.526667
Dataset_mistral,p03281,0.44
Dataset_mistral,p00005,0.56
Dataset_mistral,p00011,0.333333
Dataset_mistral,p02835,0.573333
Dataset_mistral,p02389,0.493333
Dataset_mistral,p02410,0.516667
Dataset_mistral,p02404,0.406667
Dataset_mistral,p02411,0.483333
Dataset_mistral,p02388,0.62
Dataset_mistral,p03041,0.526667
Dataset_mistral,p02405,0.46
Dataset_mistral,p03243,0.496667
Dataset_mistral,p02613,0.483333
Dataset_mistral,p02773,0.536667
Dataset_mistral,p03109,0.406667
Dataset_mistral,p02983,0.426667
Dataset_mistral,p02264,0.436667
Dataset_mistral,p02767,0.486667
Dataset_mistral,p02571,0.49
Dataset_mistral,p02258,0.433333
Dataset_mistral,p03378,0.47
Dataset_mistral,p03146,0.44
Dataset_mistral,p02700,0.303333
Dataset_mistral,p02847,0.44
Dataset_mistral,p03998,0.386667
Dataset_mistral,p04012,0.52
Dataset_mistral,p02675,0.423333
Dataset_mistral,p02701,0.606667
Dataset_mistral,p02729,0.39
Dataset_mistral,p03147,0.396667
Dataset_mistral,p02259,0.583333
Dataset_mistral,p02677,0.496667
Dataset_mistral,p03435,0.316667
Dataset_mistral,p02717,0.536667
Dataset_mistral,p02887,0.463333
Dataset_mistral,p02688,0.43
Dataset_mistral,p02676,0.663333
Dataset_mistral,p02879,0.566667
Dataset_mistral,p02886,0.53
Dataset_mistral,p03632,0.43
Dataset_mistral,p03352,0.433333
Dataset_mistral,p02706,0.453333
Dataset_mistral,p02712,0.27
Dataset_mistral,p02935,0.433333
Dataset_mistral,p02921,0.513333
Dataset_mistral,p03434,0.396667
Dataset_mistral,p02909,0.473333
Dataset_mistral,p02699,0.453333
Dataset_mistral,p03035,0.51
Dataset_mistral,p02897,0.486667
Dataset_mistral,p02713,0.37
Dataset_mistral,p03545,0.4
Dataset_mistral,p03814,0.6
Dataset_mistral,p02263,0.766667
Dataset_mistral,p02934,0.65
Dataset_mistral,p02707,0.37
Dataset_mistral,p02922,0.55
Dataset_mistral,p02711,0.56
Dataset_mistral,p02705,0.593333
Dataset_mistral,p02881,0.276667
Dataset_mistral,p02880,0.42
Dataset_mistral,p02659,0.443333
Dataset_mistral,p03037,0.293333
Dataset_mistral,p03220,0.543333
Dataset_mistral,p02923,0.506667
Dataset_mistral,p02658,0.396667
Dataset_mistral,p02260,0.64
Dataset_qwencoder32B,p02641,0.58
Dataset_qwencoder32B,p02898,0.743333
Dataset_qwencoder32B,p03775,0.55
Dataset_qwencoder32B,p03239,0.586667
Dataset_qwencoder32B,p02640,0.503333
Dataset_qwencoder32B,p03013,0.53
Dataset_qwencoder32B,p02682,0.7
Dataset_qwencoder32B,p02899,0.506667
Dataset_qwencoder32B,p03012,0.65
Dataset_qwencoder32B,p03371,0.453333
Dataset_qwencoder32B,p03370,0.536667
Dataset_qwencoder32B,p02911,0.483333
Dataset_qwencoder32B,p02681,0.51
Dataset_qwencoder32B,p02723,0.593333
Dataset_qwencoder32B,p03011,0.59
Dataset_qwencoder32B,p02694,0.613333
Dataset_qwencoder32B,p02910,0.586667
Dataset_qwencoder32B,p02657,0.726667
Dataset_qwencoder32B,p03416,0.726667
Dataset_qwencoder32B,p04030,0.556667
Dataset_qwencoder32B,p02257,0.666667
Dataset_qwencoder32B,p02848,0.556667
Dataset_qwencoder32B,p03161,0.76
Dataset_qwencoder32B,p02860,0.53
Dataset_qwencoder32B,p03001,0.433333
Dataset_qwencoder32B,p03835,0.66
Dataset_qwencoder32B,p03160,0.56
Dataset_qwencoder32B,p02268,0.476667
Dataset_qwencoder32B,p02256,0.516667
Dataset_qwencoder32B,p03000,0.665
Dataset_qwencoder32B,p02730,0.506667
Dataset_qwencoder32B,p02718,0.553333
Dataset_qwencoder32B,p02687,0.643333
Dataset_qwencoder32B,p03360,0.69
Dataset_qwencoder32B,p02917,0.596667
Dataset_qwencoder32B,p02724,0.583333
Dataset_qwencoder32B,p02693,0.56
Dataset_qwencoder32B,p02916,0.616667
Dataset_qwencoder32B,p02725,0.53
Dataset_qwencoder32B,p02731,0.41
Dataset_qwencoder32B,p02719,0.59
Dataset_qwencoder32B,p02255,0.753333
Dataset_qwencoder32B,p02622,0.656667
Dataset_qwencoder32B,p03448,0.693333
Dataset_qwencoder32B,p02971,0.553333
Dataset_qwencoder32B,p02408,0.643333
Dataset_qwencoder32B,p03474,0.5
Dataset_qwencoder32B,p02391,0.683333
Dataset_qwencoder32B,p02420,0.71
Dataset_qwencoder32B,p02959,0.57
Dataset_qwencoder32B,p02390,0.603333
Dataset_qwencoder32B,p02409,0.523333
Dataset_qwencoder32B,p03059,0.703333
Dataset_qwencoder32B,p03071,0.466667
Dataset_qwencoder32B,p02970,0.636667
Dataset_qwencoder32B,p02421,0.526667
Dataset_qwencoder32B,p04044,0.76
Dataset_qwencoder32B,p02958,0.59
Dataset_qwencoder32B,p03449,0.706667
Dataset_qwencoder32B,p02582,0.456667
Dataset_qwencoder32B,p03107,0.57
Dataset_qwencoder32B,p02755,0.47
Dataset_qwencoder32B,p03073,0.503333
Dataset_qwencoder32B,p02392,0.72
Dataset_qwencoder32B,p02621,0.593333
Dataset_qwencoder32B,p02812,0.633333
Dataset_qwencoder32B,p02393,0.693333
Dataset_qwencoder32B,p02754,0.516667
Dataset_qwencoder32B,p03072,0.51
Dataset_qwencoder32B,p02783,0.56
Dataset_qwencoder32B,p02552,0.523333
Dataset_qwencoder32B,p02778,0.61
Dataset_qwencoder32B,p03102,0.628333
Dataset_qwencoder32B,p03076,0.58
Dataset_qwencoder32B,p03106,0.78
Dataset_qwencoder32B,p02988,0.646667
Dataset_qwencoder32B,p04043,0.6
Dataset_qwencoder32B,p02397,0.51
Dataset_qwencoder32B,p02595,0.693333
Dataset_qwencoder32B,p02396,0.65
Dataset_qwencoder32B,p02802,0.6
Dataset_qwencoder32B,p02786,0.673333
Dataset_qwencoder32B,p03315,0.583333
Dataset_qwencoder32B,p02989,0.6
Dataset_qwencoder32B,p03261,0.67
Dataset_qwencoder32B,p02779,0.646667
Dataset_qwencoder32B,p02553,0.593333
Dataset_qwencoder32B,p02753,0.403333
Dataset_qwencoder32B,p03471,0.56
Dataset_qwencoder32B,p02547,0.653333
Dataset_qwencoder32B,p03854,0.56
Dataset_qwencoder32B,p02784,0.633333
Dataset_qwencoder32B,p02790,0.493333
Dataset_qwencoder32B,p02627,0.626667
Dataset_qwencoder32B,p03075,0.586667
Dataset_qwencoder32B,p02419,0.583333
Dataset_qwencoder32B,p03060,0.66
Dataset_qwencoder32B,p02394,0.456667
